   9.3000000e+01   8.7000000e+01  -1.5707963e+00
   7.8000000e+01   1.0100000e+02   3.1415927e+00
   6.9000000e+01   1.0200000e+02   2.7803889e+00
   8.8000000e+01   5.0000000e+01   2.5189219e+00
   1.7900000e+02   1.0400000e+02  -2.9441971e+00
   1.4000000e+02   1.0600000e+02   2.8198421e+00
   1.1600000e+02   2.1300000e+02  -5.5659932e-01
   9.3000000e+01   8.7000000e+01   1.0000000e+00
   9.2000000e+01   8.7000000e+01   1.0000000e+00
   9.1000000e+01   8.7000000e+01   1.0000000e+00
   9.0000000e+01   8.7000000e+01   1.0000000e+00
   8.9000000e+01   8.7000000e+01   1.0000000e+00
   8.8000000e+01   8.7000000e+01   1.0000000e+00
   8.7000000e+01   8.7000000e+01   1.0000000e+00
   8.6000000e+01   8.7000000e+01   1.0000000e+00
   8.5000000e+01   8.7000000e+01   1.0000000e+00
   8.4000000e+01   8.7000000e+01   1.0000000e+00
   7.8000000e+01   1.0100000e+02   2.0000000e+00
   7.8000000e+01   1.0000000e+02   2.0000000e+00
   7.8000000e+01   9.9000000e+01   2.0000000e+00
   7.8000000e+01   9.8000000e+01   2.0000000e+00
   7.8000000e+01   9.7000000e+01   2.0000000e+00
   7.8000000e+01   9.6000000e+01   2.0000000e+00
   7.8000000e+01   9.5000000e+01   2.0000000e+00
   7.8000000e+01   9.4000000e+01   2.0000000e+00
   7.8000000e+01   9.3000000e+01   2.0000000e+00
   7.8000000e+01   9.2000000e+01   2.0000000e+00
   6.9000000e+01   1.0200000e+02   3.0000000e+00
   7.0000000e+01   1.0100000e+02   3.0000000e+00
   7.1000000e+01   1.0000000e+02   3.0000000e+00
   7.1000000e+01   9.9000000e+01   3.0000000e+00
   7.1000000e+01   9.8000000e+01   3.0000000e+00
   7.1000000e+01   9.7000000e+01   3.0000000e+00
   7.1000000e+01   9.6000000e+01   3.0000000e+00
   7.1000000e+01   9.5000000e+01   3.0000000e+00
   7.1000000e+01   9.4000000e+01   3.0000000e+00
   7.1000000e+01   9.3000000e+01   3.0000000e+00
   8.8000000e+01   5.0000000e+01   4.0000000e+00
   8.8000000e+01   4.9000000e+01   4.0000000e+00
   8.8000000e+01   4.8000000e+01   4.0000000e+00
   8.9000000e+01   4.7000000e+01   4.0000000e+00
   9.0000000e+01   4.6000000e+01   4.0000000e+00
   9.1000000e+01   4.5000000e+01   4.0000000e+00
   9.2000000e+01   4.5000000e+01   4.0000000e+00
   9.3000000e+01   4.4000000e+01   4.0000000e+00
   9.4000000e+01   4.4000000e+01   4.0000000e+00
   9.5000000e+01   4.3000000e+01   4.0000000e+00
   1.7900000e+02   1.0400000e+02   5.0000000e+00
   1.7900000e+02   1.0300000e+02   5.0000000e+00
   1.7800000e+02   1.0200000e+02   5.0000000e+00
   1.7700000e+02   1.0100000e+02   5.0000000e+00
   1.7700000e+02   1.0000000e+02   5.0000000e+00
   1.7700000e+02   9.9000000e+01   5.0000000e+00
   1.7800000e+02   9.8000000e+01   5.0000000e+00
   1.7800000e+02   9.7000000e+01   5.0000000e+00
   1.7900000e+02   9.6000000e+01   5.0000000e+00
   1.7900000e+02   9.5000000e+01   5.0000000e+00
   1.4000000e+02   1.0600000e+02   6.0000000e+00
   1.4000000e+02   1.0500000e+02   6.0000000e+00
   1.4100000e+02   1.0400000e+02   6.0000000e+00
   1.4200000e+02   1.0300000e+02   6.0000000e+00
   1.4200000e+02   1.0200000e+02   6.0000000e+00
   1.4200000e+02   1.0100000e+02   6.0000000e+00
   1.4200000e+02   1.0000000e+02   6.0000000e+00
   1.4300000e+02   9.9000000e+01   6.0000000e+00
   1.4200000e+02   9.8000000e+01   6.0000000e+00
   1.4100000e+02   9.7000000e+01   6.0000000e+00
   1.1600000e+02   2.1300000e+02   7.0000000e+00
   1.1500000e+02   2.1400000e+02   7.0000000e+00
   1.1400000e+02   2.1500000e+02   7.0000000e+00
   1.1400000e+02   2.1600000e+02   7.0000000e+00
   1.1300000e+02   2.1700000e+02   7.0000000e+00
   1.1200000e+02   2.1800000e+02   7.0000000e+00
   1.1200000e+02   2.1900000e+02   7.0000000e+00
   1.1200000e+02   2.2000000e+02   7.0000000e+00
   1.1200000e+02   2.2100000e+02   7.0000000e+00
   1.1200000e+02   2.2200000e+02   7.0000000e+00
